id,common_name,species,lineage,clade,aliases
hazelnut,hazelnut,Corylus avellana,Betulaceae,plant,filbert;hazelnuts
beaked-hazelnut,beaked hazelnut,Corylus cornuta,Betulaceae,plant,
american-hazelnut,American hazelnut,Corylus americana,Betulaceae,plant,
chinese-hazel,Chinese hazel,Corylus chinensis,Betulaceae,plant,
filbert,filbert,Corylus maxima,Betulaceae,plant,
sweet-birch,sweet birch (birch beer),Betula lenta,Betulaceae,plant,birch beer
yellow-birch,yellow birch (sap),Betula alleghaniensis,Betulaceae,plant,
paper-birch,paper birch (sap),Betula papyrifera,Betulaceae,plant,
silver-birch,silver birch (sap),Betula pendula,Betulaceae,plant,
sweetfern,sweetfern (tea),Comptonia peregrina,Myricaceae,plant,
firetree,firetree (fruit),Morella faya,Myricaceae,plant,
yangmei,yangmei (Chinese bayberry),Myrica rubra,Myricaceae,plant,Chinese bayberry
box-myrtle,box myrtle (kaphal),Myrica esculenta,Myricaceae,plant,kaphal
bog-myrtle,bog myrtle (gruit),Myrica gale,Myricaceae,plant,gruit
sweet-tea-tree,sweet tea tree,Cyclocarya paliurus,Juglandaceae,plant,
japanese-walnut,Japanese walnut (heartnut),Juglans ailantifolia,Juglandaceae,plant,heartnut
butternut,butternut,Juglans cinerea,Juglandaceae,plant,
manchurian-walnut,Manchurian walnut,Juglans mandshurica,Juglandaceae,plant,
persian-walnut,Persian walnut,Juglans regia,Juglandaceae,plant,walnuts
black-walnut,black walnut,Juglans nigra,Juglandaceae,plant,
andean-walnut,Andean walnut,Juglans neotropica,Juglandaceae,plant,
mockernut-hickory,mockernut hickory,Carya tomentosa,Juglandaceae,plant,
shellbark-hickory,shellbark hickory,Carya laciniosa,Juglandaceae,plant,
shagbark-hickory,shagbark hickory,Carya ovata,Juglandaceae,plant,
pecan,pecan,Carya illinoinensis,Juglandaceae,plant,pecans
chinese-hickory,Chinese hickory,Carya cathayensis,Juglandaceae,plant,
tanoak,tanoak (acorn),Notholithocarpus densiflorus,Fagaceae,plant,acorn
mongolian-oak,Mongolian oak (dotori),Quercus mongolica,Fagaceae,plant,dotori
english-oak,English oak (acorn),Quercus robur,Fagaceae,plant,acorn
sessile-oak,sessile oak (acorn),Quercus petraea,Fagaceae,plant,acorn
holm-oak,holm oak (acorn),Quercus ilex,Fagaceae,plant,acorn
emory-oak,Emory oak (bellota),Quercus emoryi,Fagaceae,plant,bellota
holm-oak-2,holm oak (bellota),Quercus rotundifolia,Fagaceae,plant,bellota
white-oak,white oak (acorn),Quercus alba,Fagaceae,plant,acorn
bur-oak,bur oak (acorn),Quercus macrocarpa,Fagaceae,plant,acorn
valley-oak,valley oak (acorn),Quercus lobata,Fagaceae,plant,acorn
coast-live-oak,coast live oak (acorn),Quercus agrifolia,Fagaceae,plant,acorn
california-black-oak,California black oak (acorn),Quercus kelloggii,Fagaceae,plant,acorn
daimyo-oak,daimyo oak (acorn),Quercus dentata,Fagaceae,plant,acorn
sawtooth-oak,sawtooth oak (acorn),Quercus acutissima,Fagaceae,plant,acorn
chinese-cork-oak,Chinese cork oak (acorn),Quercus variabilis,Fagaceae,plant,acorn
brants-oak,Brant's oak (acorn bread),Quercus brantii,Fagaceae,plant,acorn bread
japanese-chinquapin,Japanese chinquapin (shii),Castanopsis cuspidata,Fagaceae,plant,shii
sudajii,sudajii,Castanopsis sieboldii,Fagaceae,plant,
indian-chestnut,Indian chestnut,Castanopsis indica,Fagaceae,plant,
chinquapin,chinquapin,Castanea pumila,Fagaceae,plant,
henrys-chestnut,Henry's chestnut,Castanea henryi,Fagaceae,plant,
sweet-chestnut,sweet chestnut,Castanea sativa,Fagaceae,plant,
american-chestnut,American chestnut,Castanea dentata,Fagaceae,plant,
chinese-chestnut,Chinese chestnut,Castanea mollissima,Fagaceae,plant,
japanese-chestnut,Japanese chestnut,Castanea crenata,Fagaceae,plant,
golden-chinquapin,golden chinquapin,Chrysolepis chrysophylla,Fagaceae,plant,
american-beech,American beech (beechnut),Fagus grandifolia,Fagaceae,plant,beechnut
european-beech,European beech (beechnut),Fagus sylvatica,Fagaceae,plant,beechnut
japanese-beech,Japanese beech (beechnut),Fagus crenata,Fagaceae,plant,beechnut
karaka,karaka (processed),Corynocarpus laevigatus,Corynocarpaceae,plant,
zi-bei-tian-kui,zi bei tian kui (tea),Begonia fimbristipula,Begoniaceae,plant,
lard-seed,lard seed,Hodgsonia macrocarpa,Cucurbitaceae,plant,
tinda,tinda,Praecitrullus fistulosus,Cucurbitaceae,plant,
egusi,egusi (mannii),Cucumeropsis mannii,Cucurbitaceae,plant,mannii
jiaogulan,jiaogulan,Gynostemma pentaphyllum,Cucurbitaceae,plant,
manchu-tubergourd,Manchu tubergourd,Thladiantha dubia,Cucurbitaceae,plant,
balsam-apple,balsam apple,Momordica balsamina,Cucurbitaceae,plant,
bitter-melon,bitter melon,Momordica charantia,Cucurbitaceae,plant,bitter gourd
spine-gourd,spine gourd (kakrol),Momordica dioica,Cucurbitaceae,plant,kakrol
gac,gac,Momordica cochinchinensis,Cucurbitaceae,plant,
monk-fruit,monk fruit (luo han guo),Siraitia grosvenorii,Cucurbitaceae,plant,luo han guo
fluted-pumpkin,fluted pumpkin (ugu),Telfairia occidentalis,Cucurbitaceae,plant,ugu
oyster-nut,oyster nut,Telfairia pedata,Cucurbitaceae,plant,
sponge-gourd,sponge gourd,Luffa aegyptiaca,Cucurbitaceae,plant,
ridge-gourd,ridge gourd,Luffa acutangula,Cucurbitaceae,plant,
caigua,caigua (achocha),Cyclanthera pedata,Cucurbitaceae,plant,achocha
chayote,chayote,Sechium edule,Cucurbitaceae,plant,
snake-gourd,snake gourd,Trichosanthes cucumerina,Cucurbitaceae,plant,
pointed-gourd,pointed gourd (parwal),Trichosanthes dioica,Cucurbitaceae,plant,parwal
fig-leaf-gourd,fig-leaf gourd (chilacayote),Cucurbita ficifolia,Cucurbitaceae,plant,chilacayote
cushaw,cushaw,Cucurbita argyrosperma,Cucurbitaceae,plant,
winter-squash,winter squash (maxima),Cucurbita maxima,Cucurbitaceae,plant,maxima
zucchini,zucchini / pumpkin (pepo),Cucurbita pepo,Cucurbitaceae,plant,pumpkin;pepo;summer squash;acorn squash;courgette;pepitas
butternut-squash,butternut squash,Cucurbita moschata,Cucurbitaceae,plant,
cassabanana,cassabanana,Sicana odorifera,Cucurbitaceae,plant,
bottle-gourd,bottle gourd (calabash),Lagenaria siceraria,Cucurbitaceae,plant,calabash
watermelon,watermelon,Citrullus lanatus,Cucurbitaceae,plant,
egusi-melon,egusi melon,Citrullus mucosospermus,Cucurbitaceae,plant,
nara-melon,nara melon,Acanthosicyos horridus,Cucurbitaceae,plant,
winter-melon,winter melon (wax gourd),Benincasa hispida,Cucurbitaceae,plant,wax gourd
anchote,anchote,Coccinia abyssinica,Cucurbitaceae,plant,
ivy-gourd,ivy gourd (tindora),Coccinia grandis,Cucurbitaceae,plant,tindora
cucamelon,cucamelon,Melothria scabra,Cucurbitaceae,plant,
kiwano,kiwano (horned melon),Cucumis metuliferus,Cucurbitaceae,plant,horned melon
west-indian-gherkin,West Indian gherkin,Cucumis anguria,Cucurbitaceae,plant,
melon,melon,Cucumis melo,Cucurbitaceae,plant,cantaloupe;honeydew
cucumber,cucumber,Cucumis sativus,Cucurbitaceae,plant,pickle;pickles;gherkin
khat,khat,Catha edulis,Celastraceae,plant,
davidsons-plum,Davidson's plum (NSW),Davidsonia jerseyana,Cunoniaceae,plant,NSW
davidsons-plum-2,Davidson's plum,Davidsonia pruriens,Cunoniaceae,plant,
ceylon-olive,Ceylon olive,Elaeocarpus serratus,Elaeocarpaceae,plant,
kuranda-quandong,Kuranda quandong,Elaeocarpus bancroftii,Elaeocarpaceae,plant,
bermuda-buttercup,Bermuda buttercup (sour grass),Oxalis pes-caprae,Oxalidaceae,plant,sour grass
yellow-wood-sorrel,yellow wood sorrel,Oxalis stricta,Oxalidaceae,plant,
oca,oca,Oxalis tuberosa,Oxalidaceae,plant,
wood-sorrel,wood sorrel,Oxalis acetosella,Oxalidaceae,plant,
bilimbi,bilimbi,Averrhoa bilimbi,Oxalidaceae,plant,
starfruit,starfruit,Averrhoa carambola,Oxalidaceae,plant,
snuff-box-tree,snuff-box tree (fruit),Oncoba spinosa,Salicaceae,plant,
lovi-lovi,lovi-lovi,Flacourtia inermis,Salicaceae,plant,
indian-plum,Indian plum (paniala),Flacourtia jangomas,Salicaceae,plant,paniala
governors-plum,governor's plum,Flacourtia indica,Salicaceae,plant,
ketembilla,ketembilla,Dovyalis hebecarpa,Salicaceae,plant,
kei-apple,kei apple,Dovyalis caffra,Salicaceae,plant,
damiana,damiana,Turnera diffusa,Passifloraceae,plant,
curuba-india,curuba india,Passiflora tarminiana,Passifloraceae,plant,
banana-passionfruit,banana passionfruit (curuba),Passiflora tripartita,Passifloraceae,plant,curuba
giant-granadilla,giant granadilla,Passiflora quadrangularis,Passifloraceae,plant,
winged-stem-passion-flower,winged-stem passion flower,Passiflora alata,Passifloraceae,plant,
water-lemon,water lemon,Passiflora laurifolia,Passifloraceae,plant,
passion-fruit,passion fruit,Passiflora edulis,Passifloraceae,plant,
maypop,maypop,Passiflora incarnata,Passifloraceae,plant,
sweet-calabash,sweet calabash,Passiflora maliformis,Passifloraceae,plant,
sweet-granadilla,sweet granadilla,Passiflora ligularis,Passifloraceae,plant,
heartsease,heartsease,Viola tricolor,Violaceae,plant,
sweet-violet,sweet violet (flowers),Viola odorata,Violaceae,plant,
keluak,keluak,Pangium edule,Achariaceae,plant,
mamey-apple,mamey apple,Mammea americana,Calophyllaceae,plant,
bacuri,bacuri,Platonia insignis,Clusiaceae,plant,
achachairu,achachairú,Garcinia humilis,Clusiaceae,plant,
mangosteen,mangosteen,Garcinia mangostana,Clusiaceae,plant,
asam-gelugor,asam gelugor,Garcinia atroviridis,Clusiaceae,plant,
kokum,kokum,Garcinia indica,Clusiaceae,plant,
malabar-tamarind,Malabar tamarind (kodampuli),Garcinia gummi-gutta,Clusiaceae,plant,kodampuli
cowa,cowa,Garcinia cowa,Clusiaceae,plant,
button-mangosteen,button mangosteen,Garcinia prainiana,Clusiaceae,plant,
african-mangosteen,African mangosteen,Garcinia livingstonei,Clusiaceae,plant,
madrono,madroño,Garcinia madruno,Clusiaceae,plant,
bitter-kola,bitter kola,Garcinia kola,Clusiaceae,plant,
gamboge,gamboge (false mangosteen),Garcinia xanthochymus,Clusiaceae,plant,false mangosteen
st-johns-wort,St John's wort (tea),Hypericum perforatum,Hypericaceae,plant,
acerola,acerola,Malpighia emarginata,Malpighiaceae,plant,
peanut-butter-fruit,peanut butter fruit,Bunchosia armeniaca,Malpighiaceae,plant,
nance,nance,Byrsonima crassifolia,Malpighiaceae,plant,
masuku,masuku (wild loquat),Uapaca kirkiana,Phyllanthaceae,plant,wild loquat
bignay,bignay,Antidesma bunius,Phyllanthaceae,plant,
belimbing-hutan,belimbing hutan,Baccaurea angulata,Phyllanthaceae,plant,
rambai,rambai,Baccaurea motleyana,Phyllanthaceae,plant,
burmese-grape,Burmese grape,Baccaurea ramiflora,Phyllanthaceae,plant,
katuk,katuk (sweet leaf),Sauropus androgynus,Phyllanthaceae,plant,
amla,amla,Phyllanthus emblica,Phyllanthaceae,plant,
otaheite-gooseberry,Otaheite gooseberry,Phyllanthus acidus,Phyllanthaceae,plant,
coca,coca (leaf),Erythroxylum coca,Erythroxylaceae,plant,
panda-nut,panda nut,Panda oleosa,Pandaceae,plant,
bitter-bush-mango,bitter bush mango,Irvingia wombolu,Irvingiaceae,plant,
bush-mango,bush mango (dika nut),Irvingia gabonensis,Irvingiaceae,plant,dika nut
cocoplum,cocoplum,Chrysobalanus icaco,Chrysobalanaceae,plant,
sansapote,sansapote,Licania platypus,Chrysobalanaceae,plant,
gingerbread-plum,gingerbread plum,Neocarya macrophylla,Chrysobalanaceae,plant,
mobola-plum,mobola plum,Parinari curatellifolia,Chrysobalanaceae,plant,
souari-nut,souari nut,Caryocar nuciferum,Caryocaraceae,plant,
pequi,pequi,Caryocar brasiliense,Caryocaraceae,plant,
piquia,piquiá,Caryocar villosum,Caryocaraceae,plant,
flax,flax (linseed),Linum usitatissimum,Linaceae,plant,linseed
njangsa,njangsa,Ricinodendron heudelotii,Euphorbiaceae,plant,
candlenut,candlenut,Aleurites moluccanus,Euphorbiaceae,plant,
chaya,chaya,Cnidoscolus aconitifolius,Euphorbiaceae,plant,
cassava,cassava,Manihot esculenta,Euphorbiaceae,plant,tapioca;yuca;manioc
african-walnut,African walnut (conophor),Tetracarpidium conophorum,Euphorbiaceae,plant,conophor
sacha-inchi,sacha inchi,Plukenetia volubilis,Euphorbiaceae,plant,
uxi,uxi,Endopleura uchi,Humiriaceae,plant,
ginkgo-nut-2,ginkgo nut,Ginkgo biloba,Ginkgoaceae,plant,
sweet-flag-2,sweet flag,Acorus calamus,Acoraceae,plant,
field-horsetail,field horsetail (tsukushi),Equisetum arvense,Equisetaceae,plant,tsukushi
giant-fern,giant fern (starch),Angiopteris evecta,Marattiaceae,plant,
cinnamon-fern,cinnamon fern,Osmundastrum cinnamomeum,Osmundaceae,plant,
zenmai,zenmai,Osmunda japonica,Osmundaceae,plant,
nardoo,nardoo,Marsilea drummondii,Marsileaceae,plant,
vegetable-fern,vegetable fern (paco),Diplazium esculentum,Athyriaceae,plant,paco
ostrich-fern,ostrich fern (fiddlehead),Matteuccia struthiopteris,Onocleaceae,plant,fiddlehead;ostrich fern
midin,midin,Stenochlaena palustris,Blechnaceae,plant,
bracken,bracken (warabi),Pteridium aquilinum,Dennstaedtiaceae,plant,warabi
water-sprite,water sprite,Ceratopteris thalictroides,Pteridaceae,plant,
euglena,euglena (midorimushi),Euglena gracilis,Euglenaceae,other,midorimushi
red-necked-wallaby,red-necked wallaby,Notamacropus rufogriseus,Macropodidae,animal,
red-kangaroo,red kangaroo,Osphranter rufus,Macropodidae,animal,
swamp-wallaby,swamp wallaby,Wallabia bicolor,Macropodidae,animal,
eastern-grey-kangaroo,eastern grey kangaroo,Macropus giganteus,Macropodidae,animal,
western-grey-kangaroo,western grey kangaroo,Macropus fuliginosus,Macropodidae,animal,
common-brushtail-possum,common brushtail possum,Trichosurus vulpecula,Phalangeridae,animal,
common-wombat,common wombat,Vombatus ursinus,Vombatidae,animal,
northern-brown-bandicoot,northern brown bandicoot,Isoodon macrourus,Peramelidae,animal,
common-opossum,common opossum,Didelphis marsupialis,Didelphidae,animal,
virginia-opossum,Virginia opossum,Didelphis virginiana,Didelphidae,animal,
aardvark,aardvark,Orycteropus afer,Orycteropodidae,animal,
rock-hyrax,rock hyrax,Procavia capensis,Procaviidae,animal,
dugong,dugong,Dugong dugon,Dugongidae,animal,
nine-banded-armadillo,nine-banded armadillo,Dasypus novemcinctus,Dasypodidae,animal,
european-rabbit,European rabbit,Oryctolagus cuniculus,Leporidae,animal,
eastern-cottontail,eastern cottontail,Sylvilagus floridanus,Leporidae,animal,
snowshoe-hare,snowshoe hare,Lepus americanus,Leporidae,animal,
mountain-hare,mountain hare,Lepus timidus,Leporidae,animal,
european-hare,European hare,Lepus europaeus,Leporidae,animal,
black-tailed-jackrabbit,black-tailed jackrabbit,Lepus californicus,Leporidae,animal,
american-beaver,American beaver,Castor canadensis,Castoridae,animal,
eurasian-beaver,Eurasian beaver,Castor fiber,Castoridae,animal,
gambian-pouched-rat,Gambian pouched rat,Cricetomys gambianus,Nesomyidae,animal,
muskrat,muskrat,Ondatra zibethicus,Cricetidae,animal,
lesser-bandicoot-rat,lesser bandicoot rat,Bandicota bengalensis,Muridae,animal,
ricefield-rat,ricefield rat,Rattus argentiventer,Muridae,animal,
nutria,nutria (coypu),Myocastor coypus,Echimyidae,animal,coypu
plains-viscacha,plains viscacha,Lagostomus maximus,Chinchillidae,animal,
pacarana,pacarana,Dinomys branickii,Dinomyidae,animal,
north-american-porcupine,North American porcupine,Erethizon dorsatum,Erethizontidae,animal,
guinea-pig,guinea pig (cuy),Cavia porcellus,Caviidae,animal,cuy
capybara,capybara,Hydrochoerus hydrochaeris,Caviidae,animal,
central-american-agouti,Central American agouti,Dasyprocta punctata,Dasyproctidae,animal,
red-rumped-agouti,red-rumped agouti,Dasyprocta leporina,Dasyproctidae,animal,
lowland-paca,lowland paca,Cuniculus paca,Cuniculidae,animal,
greater-cane-rat,greater cane rat (grasscutter),Thryonomys swinderianus,Thryonomyidae,animal,grasscutter
african-brush-tailed-porcupine,African brush-tailed porcupine,Atherurus africanus,Hystricidae,animal,
crested-porcupine,crested porcupine,Hystrix cristata,Hystricidae,animal,
eastern-grey-squirrel,eastern grey squirrel,Sciurus carolinensis,Sciuridae,animal,
fox-squirrel,fox squirrel,Sciurus niger,Sciuridae,animal,
mongolian-marmot,Mongolian marmot (tarbagan),Marmota sibirica,Sciuridae,animal,tarbagan
groundhog,groundhog,Marmota monax,Sciuridae,animal,
edible-dormouse,edible dormouse,Glis glis,Gliridae,animal,
large-flying-fox,large flying fox,Pteropus vampyrus,Pteropodidae,animal,
mariana-fruit-bat,Mariana fruit bat,Pteropus mariannus,Pteropodidae,animal,
straw-coloured-fruit-bat,straw-coloured fruit bat,Eidolon helvum,Pteropodidae,animal,
european-badger,European badger,Meles meles,Mustelidae,animal,
raccoon,raccoon,Procyon lotor,Procyonidae,animal,
harp-seal,harp seal,Pagophilus groenlandicus,Phocidae,animal,
harbour-seal,harbour seal,Phoca vitulina,Phocidae,animal,
ringed-seal,ringed seal,Pusa hispida,Phocidae,animal,
bearded-seal,bearded seal,Erignathus barbatus,Phocidae,animal,
walrus,walrus,Odobenus rosmarus,Odobenidae,animal,
northern-fur-seal,northern fur seal,Callorhinus ursinus,Otariidae,animal,
brown-bear,brown bear,Ursus arctos,Ursidae,animal,
polar-bear,polar bear,Ursus maritimus,Ursidae,animal,
american-black-bear,American black bear,Ursus americanus,Ursidae,animal,
dog,dog (familiaris),Canis lupus,Canidae,animal,familiaris
raccoon-dog,raccoon dog,Nyctereutes procyonoides,Canidae,animal,
common-eland,common eland,Taurotragus oryx,Bovidae,animal,
water-buffalo,water buffalo,Bubalus bubalis,Bovidae,animal,buffalo mozzarella
gemsbok,gemsbok,Oryx gazella,Bovidae,animal,
hartebeest,hartebeest,Alcelaphus buselaphus,Bovidae,animal,
blesbok,blesbok,Damaliscus pygargus,Bovidae,animal,
blue-wildebeest,blue wildebeest,Connochaetes taurinus,Bovidae,animal,
chamois,chamois,Rupicapra rupicapra,Bovidae,animal,
mountain-goat,mountain goat,Oreamnos americanus,Bovidae,animal,
goat,goat,Capra hircus,Bovidae,animal,chevre;goat cheese;goat milk
alpine-ibex,Alpine ibex,Capra ibex,Bovidae,animal,
sheep,sheep,Ovis aries,Bovidae,animal,lamb;mutton;feta;pecorino;sheep milk
bighorn-sheep,bighorn sheep,Ovis canadensis,Bovidae,animal,
common-duiker,common duiker,Sylvicapra grimmia,Bovidae,animal,
blue-duiker,blue duiker,Philantomba monticola,Bovidae,animal,
springbok,springbok,Antidorcas marsupialis,Bovidae,animal,
blackbuck,blackbuck,Antilope cervicapra,Bovidae,animal,
steenbok,steenbok,Raphicerus campestris,Bovidae,animal,
waterbuck,waterbuck,Kobus ellipsiprymnus,Bovidae,animal,
impala,impala,Aepyceros melampus,Bovidae,animal,
nilgai,nilgai,Boselaphus tragocamelus,Bovidae,animal,
greater-kudu,greater kudu,Tragelaphus strepsiceros,Bovidae,animal,
bushbuck,bushbuck,Tragelaphus scriptus,Bovidae,animal,
african-buffalo,African buffalo,Syncerus caffer,Bovidae,animal,
american-bison,American bison,Bison bison,Bovidae,animal,buffalo
domestic-yak,domestic yak,Bos grunniens,Bovidae,animal,
european-bison,European bison (wisent),Bison bonasus,Bovidae,animal,wisent
gayal,gayal (mithun),Bos frontalis,Bovidae,animal,mithun
banteng-cattle,banteng / Bali cattle,Bos javanicus,Bovidae,animal,Bali cattle
zebu,zebu,Bos indicus,Bovidae,animal,
cattle,cattle,Bos taurus,Bovidae,animal,beef;milk;cheese;butter;cream;yogurt;ghee;steak;veal;whey;parmesan;cheddar;mozzarella;burger;hamburger;cheeseburger;ground beef
moose,moose,Alces alces,Cervidae,animal,
roe-deer,roe deer,Capreolus capreolus,Cervidae,animal,
water-deer,water deer,Hydropotes inermis,Cervidae,animal,
mule-deer,mule deer,Odocoileus hemionus,Cervidae,animal,
white-tailed-deer,white-tailed deer,Odocoileus virginianus,Cervidae,animal,deer
reindeer,reindeer / caribou,Rangifer tarandus,Cervidae,animal,caribou
chital,chital,Axis axis,Cervidae,animal,
sambar,sambar,Rusa unicolor,Cervidae,animal,
javan-rusa,Javan rusa,Rusa timorensis,Cervidae,animal,
elk,elk (wapiti),Cervus canadensis,Cervidae,animal,wapiti
sika-deer,sika deer,Cervus nippon,Cervidae,animal,
red-deer,red deer,Cervus elaphus,Cervidae,animal,elk
fallow-deer,fallow deer,Dama dama,Cervidae,animal,
reevess-muntjac,Reeves's muntjac,Muntiacus reevesi,Cervidae,animal,
pronghorn,pronghorn,Antilocapra americana,Antilocapridae,animal,
giraffe,giraffe,Giraffa camelopardalis,Giraffidae,animal,
long-finned-pilot-whale,long-finned pilot whale,Globicephala melas,Delphinidae,animal,
dalls-porpoise,Dall's porpoise,Phocoenoides dalli,Phocoenidae,animal,
beluga,beluga,Delphinapterus leucas,Monodontidae,animal,
narwhal,narwhal,Monodon monoceros,Monodontidae,animal,
common-minke-whale,common minke whale,Balaenoptera acutorostrata,Balaenopteridae,animal,
bowhead-whale,bowhead whale,Balaena mysticetus,Balaenidae,animal,
fin-whale,fin whale,Balaenoptera physalus,Balaenopteridae,animal,
antarctic-minke-whale,Antarctic minke whale,Balaenoptera bonaerensis,Balaenopteridae,animal,
hippopotamus,hippopotamus,Hippopotamus amphibius,Hippopotamidae,animal,
