species,common_name,genus,family,clade,group
Cola nitida,kola nut,Cola,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cola acuminata,abata kola,Cola,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cola lepidota,monkey kola,Cola,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Abelmoschus esculentus,okra,Abelmoschus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Abelmoschus manihot,aibika,Abelmoschus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Abelmoschus moschatus,ambrette,Abelmoschus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Abelmoschus caillei,West African okra,Abelmoschus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus sabdariffa,roselle,Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus rosa-sinensis,Chinese hibiscus (flowers),Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus cannabinus,kenaf (leaves),Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus acetosella,false roselle,Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus syriacus,rose of Sharon (flowers),Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Hibiscus tiliaceus,sea hibiscus (leaves),Hibiscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Gossypium hirsutum,upland cotton (seed oil),Gossypium,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Gossypium barbadense,Pima cotton (seed oil),Gossypium,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Malva sylvestris,common mallow,Malva,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Malva verticillata,Chinese mallow,Malva,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Malva neglecta,dwarf mallow,Malva,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Malva parviflora,cheeseweed,Malva,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Althaea officinalis,marshmallow,Althaea,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Alcea rosea,hollyhock,Alcea,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Corchorus olitorius,jute mallow (molokhia),Corchorus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Corchorus capsularis,white jute (leaves),Corchorus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Tilia cordata,small-leaved lime (linden),Tilia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Tilia platyphyllos,large-leaved lime,Tilia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Tilia americana,American basswood,Tilia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Grewia asiatica,phalsa,Grewia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Grewia tenax,white crossberry,Grewia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Grewia flavescens,donkey berry,Grewia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sterculia foetida,Java olive (seeds),Sterculia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sterculia urens,karaya gum,Sterculia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brachychiton populneus,kurrajong (seeds),Brachychiton,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Firmiana simplex,Chinese parasol tree (seeds),Firmiana,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Scaphium affine,malva nut (pang da hai),Scaphium,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Guazuma ulmifolia,guácima,Guazuma,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Durio zibethinus,durian,Durio,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Durio graveolens,red-fleshed durian,Durio,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Durio kutejensis,lai,Durio,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Durio oxleyanus,kerantungan,Durio,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Durio dulcis,durian marangang,Durio,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Bombax ceiba,red silk-cotton (semal flowers),Bombax,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Adansonia digitata,baobab,Adansonia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Adansonia grandidieri,Grandidier's baobab,Adansonia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Adansonia gregorii,boab,Adansonia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Pachira aquatica,Malabar chestnut,Pachira,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Pachira glabra,saba nut,Pachira,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Quararibea cordata,South American sapote (chupa-chupa),Quararibea,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Pseudobombax ellipticum,shaving brush tree (flowers),Pseudobombax,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Kleinhovia hospita,guest tree (leaves),Kleinhovia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Anoda cristata,alache,Anoda,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Malvaviscus arboreus,"Turk's cap (flowers, tea)",Malvaviscus,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Thespesia garckeana,African chewing gum (snot apple),Thespesia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Thespesia populnea,portia tree (leaves),Thespesia,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Callirhoe involucrata,purple poppy mallow (root),Callirhoe,Malvaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Bixa orellana,annatto,Bixa,Bixaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Amoreuxia palmatifida,saya (Sonoran root),Amoreuxia,Bixaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Shorea robusta,sal (seed butter),Shorea,Dipterocarpaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Shorea stenoptera,illipe (tengkawang),Shorea,Dipterocarpaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Vateria indica,dhupa (seed fat),Vateria,Dipterocarpaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Muntingia calabura,Jamaican cherry (aratiles),Muntingia,Muntingiaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cistus creticus,pink rockrose (tea),Cistus,Cistaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica oleracea,cabbage / kale / broccoli / cauliflower,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica rapa,turnip / bok choy / napa,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica napus,rapeseed / rutabaga,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica juncea,brown mustard / mustard greens,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica nigra,black mustard,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica carinata,Ethiopian mustard,Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Brassica tournefortii,Sahara mustard (seed),Brassica,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sinapis alba,white mustard,Sinapis,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sinapis arvensis,charlock,Sinapis,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Raphanus sativus,radish / daikon,Raphanus,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Raphanus raphanistrum,wild radish,Raphanus,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Eruca vesicaria,arugula (rocket),Eruca,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Diplotaxis tenuifolia,wild rocket,Diplotaxis,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Diplotaxis erucoides,white wall-rocket,Diplotaxis,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Diplotaxis muralis,annual wall-rocket,Diplotaxis,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Nasturtium officinale,watercress,Nasturtium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Nasturtium microphyllum,narrow-fruited watercress,Nasturtium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Armoracia rusticana,horseradish,Armoracia,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Eutrema japonicum,wasabi,Eutrema,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Barbarea verna,upland cress,Barbarea,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Barbarea vulgaris,winter cress,Barbarea,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Lepidium sativum,garden cress,Lepidium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Lepidium meyenii,maca,Lepidium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Lepidium latifolium,dittander,Lepidium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Lepidium virginicum,Virginia pepperweed,Lepidium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Lepidium draba,hoary cress (buds),Lepidium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Capsella bursa-pastoris,shepherd's purse,Capsella,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cardamine hirsuta,hairy bittercress,Cardamine,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cardamine pratensis,cuckooflower,Cardamine,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cardamine diphylla,crinkleroot,Cardamine,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cardamine concatenata,cutleaf toothwort,Cardamine,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Alliaria petiolata,garlic mustard,Alliaria,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sisymbrium officinale,hedge mustard,Sisymbrium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Sisymbrium irio,London rocket,Sisymbrium,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Descurainia sophia,flixweed (seed),Descurainia,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Descurainia pinnata,tansy mustard (seed),Descurainia,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Crambe maritima,sea kale,Crambe,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cakile maritima,sea rocket,Cakile,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Cakile edentula,American sea rocket,Cakile,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Camelina sativa,camelina (gold-of-pleasure),Camelina,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
Thlaspi arvense,field pennycress (seed),Thlaspi,Brassicaceae,plant,"Eudicots: cacao, okra, cotton, hibiscus, jute, linden, baobab, durian, brassicas, capers, papaya, moringa, nasturtium"
